"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1253203121209294848","x1276890370765230080",2020-06-27 14:49:22,"Panjul60154616","@atletienglish <U+0001F1EE><U+0001F1E9> Indonesia","Twitter for Android",12,"x1276867030294179840","x511570974","atletienglish",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x511570974","atletienglish","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Panjul60154616/status/1276890370765230080","Panjul","","",,FALSE,9,50,0,6,171,2020-04-23 06:05:10,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1253203333243781120/ri25gm7n_normal.jpg"
"x996865846445142016","x1276890364930961408",2020-06-27 14:49:21,"daniklittlesist","Daniel trending in Indonesia #10

Daniel Malmingan nya kerja ges <U+0001F601> https://t.co/gyrmAZWScS","Twitter for Android",66,,,,FALSE,FALSE,0,0,,,,,,,,"http://pbs.twimg.com/media/EbhtBPKU0AERjcI.jpg","https://t.co/gyrmAZWScS","https://twitter.com/daniklittlesist/status/1276890364930961408/photo/1","photo","http://pbs.twimg.com/media/EbhtBPKU0AERjcI.jpg","https://t.co/gyrmAZWScS","https://twitter.com/daniklittlesist/status/1276890364930961408/photo/1",,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/daniklittlesist/status/1276890364930961408","hanny<U+2445> <U+B2E4><U+B2C9><U+C5EC><U+B3D9><U+C0DD>","bebé","04<U+B144><U+C0DD> <U+0001F996>Danity<U+0001F996> •no name•peaches<U+0001F351>
Danity!Danity! Super Danity Ever! Danityyyy!
<U+B2E4><U+B2C8><U+D2F0> 1<U+AE30> <U+2728> fan account for #KANGDANIEL only (NielGing is my ult)","https://t.co/YZ0N3Nttyo",FALSE,302,772,0,19085,21902,2018-05-16 21:31:53,FALSE,"https://t.co/YZ0N3Nttyo","https://instagram.com/daniel.k.here?igshid=1llec7cuklqr7",,"https://pbs.twimg.com/profile_banners/996865846445142016/1592921496",,"http://pbs.twimg.com/profile_images/1267995185280987136/S7PfknuO_normal.jpg"
"x231355968","x1276890360308850693",2020-06-27 14:49:20,"finyadja","@sound_of_purple oalah.. di indonesia tapi blm masuk kan 5g? x.l 4,5g..
ram nya aku juga dikit.. 1,5 atau 2gb.. samsung kecil sih.. mau ganti hp juga tapi tangung juga?

iya, viu lumayan ya.. i live alone ga ada? itu mbc bukan sih?","Twitter Web App",214,"x1276878059329564672","x99944009","sound_of_purple",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x99944009","sound_of_purple","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/finyadja/status/1276890360308850693","Finny","Jakarta, Indonesia","Carat, ELF(semi hiatus) <U+2764><U+FE0F> Seventeen, Jeon Wonwoo <U+0001F49C> Super Junior <U+0001F499> positive thinking please.....",,FALSE,237,339,3,62345,4703,2010-12-28 08:26:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/231355968/1591526927","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1273306289678868481/K-2Du_EX_normal.png"
"x243577848","x1276890356638863360",2020-06-27 14:49:19,"itsaytnid","tante rambut palsu, salah satu tokoh telenovela (opera sabun) yang laku keras di Indonesia, padahal di Mexico sendiri gak gitu-gitu amat sih bocahnya pada mau nonton..","Twitter Web App",167,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/itsaytnid/status/1276890356638863360","quién soy yo","neverland","the biggest fan of Rasulullah <U+0645><U+062D><U+0645><U+062F>
and also @26_DaniPedrosa",,FALSE,601,56,9,8828,8249,2011-01-27 10:41:37,FALSE,,,,"https://pbs.twimg.com/profile_banners/243577848/1583865428","http://abs.twimg.com/images/themes/theme5/bg.gif","http://pbs.twimg.com/profile_images/886204054078054401/JgX97QIV_normal.jpg"
"x951037802317148162","x1276890347881197570",2020-06-27 14:49:17,"Dlrshnnon","@BillboardSnsd @sjhsjh0628 @GirlsGeneration indonesia #OurPrideSeohyunDay
#<U+C6B0><U+B9AC><U+C758><U+C790><U+C874><U+C2EC>_<U+C11C><U+D604><U+C544><U+C0DD><U+C77C><U+CD95><U+D558><U+D574>

@GirlsGeneration
@sjhsjh0628","Twitter for Android",76,"x1276889974873288704","x1215345678379032576","BillboardSnsd",FALSE,FALSE,0,0,,,"OurPrideSeohyunDay <U+C6B0><U+B9AC><U+C758><U+C790><U+C874><U+C2EC>_<U+C11C><U+D604><U+C544><U+C0DD><U+C77C><U+CD95><U+D558><U+D574>",,,,,,,,,,,,,"x1215345678379032576 x2173631072 x391115625 x391115625 x2173631072","BillboardSnsd sjhsjh0628 GirlsGeneration GirlsGeneration sjhsjh0628","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Dlrshnnon/status/1276890347881197570","shan.","","[ S O N E <U+0001F339>]

— <U+0001F4CC> i love many groups out there so mind me if im hyping other group too, luv <U+2665>",,FALSE,720,883,3,85354,17846,2018-01-10 10:27:36,FALSE,,,,"https://pbs.twimg.com/profile_banners/951037802317148162/1589114703",,"http://pbs.twimg.com/profile_images/1274257819542278145/GoTkJT7__normal.png"
"x236689877","x1276890344336945152",2020-06-27 14:49:16,"beautyisgina_","Macem kek begini! Tai banget apa banget handsome but not mine! Malu maluin. Yg normal normal kek yg lain aja sat! Gue emosi liatnya kalo tiap nemu beginian <U+0001F624>
sedi juga beberapa ga accept dari Indonesia pan gue juga pen ngobrol huhu:'(( https://t.co/vGMq0uAWKw","Twitter for Android",235,,,,FALSE,FALSE,0,0,,,,,,,,"http://pbs.twimg.com/media/Ebhs_c2UcAE7OZj.jpg","https://t.co/vGMq0uAWKw","https://twitter.com/beautyisgina_/status/1276890344336945152/photo/1","photo","http://pbs.twimg.com/media/Ebhs_c2UcAE7OZj.jpg","https://t.co/vGMq0uAWKw","https://twitter.com/beautyisgina_/status/1276890344336945152/photo/1",,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/8496c55fb5d1cd92.json","Pulo Gadung","Pulo Gadung, Indonesia","city","Indonesia","ID","NA NA","NA NA","106.8778338 106.918913 106.918913 106.8778338 -6.217427 -6.217427 -6.165219 -6.165219","https://twitter.com/beautyisgina_/status/1276890344336945152","GINA","Jakarta Timur, DKI Jakarta","smol girl who love cats so much <U+0001F495><U+0001F408>",,FALSE,884,286,3,69894,848,2011-01-11 04:30:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/236689877/1564115034","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1276153092682264577/b9fVUf72_normal.jpg"
"x236689877","x1276889258909765632",2020-06-27 14:44:57,"beautyisgina_","Gue udah beberapa kali nemu ginian. Bule ngeblacklist Indonesia. Ni pasti karena banyak CENTILIAH CENTILIAH yang haus sama bule. Ampe kata-katanya tuh anjir lebay tai kucing! Goblok! Bikin peluang gue sempit aje! Kenalan pada porsinya aja jingan bego gosah malu maluin! https://t.co/H1Svnt4Led","Twitter for Android",269,,,,FALSE,FALSE,0,0,,,,,,,,"http://pbs.twimg.com/media/Ebhr_3VUMAAP0UN.jpg","https://t.co/H1Svnt4Led","https://twitter.com/beautyisgina_/status/1276889258909765632/photo/1","photo","http://pbs.twimg.com/media/Ebhr_3VUMAAP0UN.jpg","https://t.co/H1Svnt4Led","https://twitter.com/beautyisgina_/status/1276889258909765632/photo/1",,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/8496c55fb5d1cd92.json","Pulo Gadung","Pulo Gadung, Indonesia","city","Indonesia","ID","NA NA","NA NA","106.8778338 106.918913 106.918913 106.8778338 -6.217427 -6.217427 -6.165219 -6.165219","https://twitter.com/beautyisgina_/status/1276889258909765632","GINA","Jakarta Timur, DKI Jakarta","smol girl who love cats so much <U+0001F495><U+0001F408>",,FALSE,884,286,3,69894,848,2011-01-11 04:30:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/236689877/1564115034","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1276153092682264577/b9fVUf72_normal.jpg"
"x1239736131282821120","x1276890325420634113",2020-06-27 14:49:11,"potatoogirll","@orangbanyakmau @subtanyarl ""eh kamu dari indonesia juga""
""iya saya dari jawa""
""kalo saya dari jakarta""","Twitter for Android",75,"x1276559234952392704","x1063245720956764160","orangbanyakmau",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1063245720956764160 x1601089260","orangbanyakmau subtanyarl","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/potatoogirll/status/1276890325420634113","namanya juga","hongwarts","hy",,FALSE,113,143,0,967,95,2020-03-17 02:11:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/1239736131282821120/1592991360",,"http://pbs.twimg.com/profile_images/1275787092119842817/ceEUtlZT_normal.jpg"
"x29365934","x1276890319930286080",2020-06-27 14:49:10,"rifkiaries","@the_magdalene Ini salah satu tugas dan fungsi FPI, karna pemerintah tidak punya kuasa utk meluruskan mereka, pemerintah terbatas dan tersandera dgn hak berpendapat, hak kelompok dan HAM, tapi secara laten menggerogoti kaidah dan syariat Islam dan budaya masyarakat Indonesia","Twitter for Android",260,"x1276757150203736064","x1521159020","the_magdalene",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1521159020","the_magdalene","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/rifkiaries/status/1276890319930286080","rifki aries","Jakarta","male",,FALSE,37,123,0,2125,1346,2009-04-07 03:09:41,FALSE,,,,"https://pbs.twimg.com/profile_banners/29365934/1572977374","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1199594594637234179/Gx7HUfuu_normal.jpg"
"x725152480015716352","x1276890296471531520",2020-06-27 14:49:04,"JogjaVersitas","PAMERAN PENDIDIKAN TAIWAN ONLINE PERTAMA DI INDONESIA https://t.co/InczXCuAj4","dlvr.it",77,,,,FALSE,FALSE,0,0,,,,,"dlvr.it/RZTjzZ","https://t.co/InczXCuAj4","http://dlvr.it/RZTjzZ",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JogjaVersitas/status/1276890296471531520","JogjaVersitas","Yogyakarta, Indonesia","Mari Berkabar baik tentang Kampusmu di Jogjaversitas || IG @jogjaversitas || email: jogjaversitas@gmail.com","https://t.co/XwCdfR6cHG",FALSE,156,220,0,5008,23,2016-04-27 02:39:58,FALSE,"https://t.co/XwCdfR6cHG","http://www.jogjaversitas.com",,"https://pbs.twimg.com/profile_banners/725152480015716352/1461780850",,"http://pbs.twimg.com/profile_images/840235795357220865/bLT5RWB-_normal.jpg"
"x1035917793130999808","x1276890293128708097",2020-06-27 14:49:04,"ASANOicil","Biografi presiden indonesia dari pertama sampai sekarang – Susilo Bambang Yudhoyono adalah presiden RI ke-6. Berbeda dengan presiden sebelumnya, beliau merupakan presiden pertama yang dipilih secara langsung oleh rakyat dalam proses Pemilu Presiden putaran II 20 September 2004 https://t.co/3C8tvitUVj","Twitter for iPhone",277,,,,TRUE,FALSE,0,0,,,,,"twitter.com/idolaxcilik/st…","https://t.co/3C8tvitUVj","https://twitter.com/idolaxcilik/status/1276890070235013120",,,,,,,,,,,"in","x1276890070235013120","KE 10 

SIAPA NAMA PRESIDEN RI KE 6?",2020-06-27 14:48:10,"Twitter for Android",0,0,"x1256902488910786561","IDOLAxCILIK","NO MT NGELANGGAR DPT DARE #SAHABATICIL",68,46,5348,"G(19/21) & B(20/21)","+62 CLOSED AGENCY LOKAL. MARI TEMUKAN BAKATMU DI SINI BARENG GIMA, ASKAR, DAN CAKKA. List member di likes, ubek ajee",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ASANOicil/status/1276890293128708097","Alsano","Deeply in love with Bernika.","Fictional Character.",,FALSE,282,237,5,31564,599,2018-09-01 15:50:23,FALSE,,,,"https://pbs.twimg.com/profile_banners/1035917793130999808/1583339131",,"http://pbs.twimg.com/profile_images/1276884489881317376/sYs7NKw__normal.png"
"x1266700314612076545","x1276890270328451073",2020-06-27 14:48:58,"ningnuning1","@warkopwhisnu Persatuan Indonesia. Bersatu melawan covid 19 #WongSuroboyo #KalauBeginiKeren","Twitter for Android",77,"x1267688940116402176","x1195476555213897730","warkopwhisnu",FALSE,FALSE,0,0,,,"WongSuroboyo KalauBeginiKeren",,,,,,,,,,,,,"x1195476555213897730","warkopwhisnu","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ningnuning1/status/1276890270328451073","ningnuning","","nang ning nung",,FALSE,0,20,0,79,43,2020-05-30 11:57:54,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1267349329557086208/Zhbn14kv_normal.jpg"
"x110610142","x1276890239164809217",2020-06-27 14:48:51,"WahanaVisi_ID","3 Bulan Respons Pandemi Covid-19 Wahana Visi Indonesia, sebanyak 974.219 orang dari berbagai wilayah di Indonesia telah mendapatkan bantuan dari program respons tersebut.<U+2063>

https://t.co/WHqK8Thi1P","Twitter Web App",196,,,,FALSE,FALSE,0,0,,,,,"youtu.be/4yexMf6qsms","https://t.co/WHqK8Thi1P","https://youtu.be/4yexMf6qsms",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WahanaVisi_ID/status/1276890239164809217","WahanaVisi Indonesia","Indonesia","#BersamaMelawanCovid19
--
Dukung #WVI membantu
anak² & masyarakat
terdampak #COVID19
dengan DONASI
<U+0001F447><U+0001F447><U+0001F447>
https://t.co/xBOhukerrH","https://t.co/1V7V6byWat",FALSE,4858,825,35,17900,1868,2010-02-02 04:24:22,FALSE,"https://t.co/1V7V6byWat","http://wahanavisi.org",,"https://pbs.twimg.com/profile_banners/110610142/1592730603","http://abs.twimg.com/images/themes/theme17/bg.gif","http://pbs.twimg.com/profile_images/959313391457255424/4882myBO_normal.jpg"
"x518279997","x1276890222639190016",2020-06-27 14:48:47,"infotimnas","RESMI: Inilah Enam Stadion Piala Dunia U-20 2021 Indonesia Pilihan PSSI

https://t.co/79cm9L8dxR https://t.co/JJXKIR4UsD","Twitter for Android",120,,,,FALSE,FALSE,0,0,,,,,"goal.com/id/berita/enam…","https://t.co/79cm9L8dxR","https://www.goal.com/id/berita/enam-stadion-piala-dunia-u-20-2021-indonesia/19vinyacedkks1u5pr14xj6w5m","http://pbs.twimg.com/media/EbheNdsUwAQf9vd.jpg","https://t.co/JJXKIR4UsD","https://twitter.com/GOAL_ID/status/1276877950852489217/photo/1","photo","http://pbs.twimg.com/media/EbheNdsUwAQf9vd.jpg","https://t.co/JJXKIR4UsD","https://twitter.com/GOAL_ID/status/1276877950852489217/photo/1",,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/infotimnas/status/1276890222639190016","Info Timnas","Indonesia ","Berbagi Berita Tentang Timnas Indonesia #DukungTimnas Contact Us: infotimnas@yahoo.com",,FALSE,28039,400,34,32355,2,2012-03-08 07:23:55,FALSE,,,,"https://pbs.twimg.com/profile_banners/518279997/1567656130","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1169460485248303104/ICeU7wMv_normal.jpg"
"x1173976319840776192","x1276890209246801922",2020-06-27 14:48:44,"moonaphroditee","btw santet di indonesia kuat lo heh jangan macam macam itu youtube dkk","Twitter for Android",70,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/moonaphroditee/status/1276890209246801922","jiaa7 <U+0001F40B>","","Matthew 21:22 
'And all things, whatever you make request for in prayer, having faith, you will get.' | @BTS_twt",,FALSE,2602,2415,3,35832,3946,2019-09-17 15:05:49,FALSE,,,,"https://pbs.twimg.com/profile_banners/1173976319840776192/1593263446",,"http://pbs.twimg.com/profile_images/1276869694364856322/OAwEuE7f_normal.jpg"
"x1178141164165201920","x1276890205694246913",2020-06-27 14:48:43,"onepiecerin_","@galaxy_bud @GFRDofficial Indonesia
#GFRIEND_ButterflyEffect
#<U+56DE>_Song_of_the_Sirens
#GFRIEND #<U+C5EC><U+C790><U+CE5C><U+AD6C>
@GFRDofficial","Twitter for Android",85,"x1276889869659238400","x1215915110079721472","galaxy_bud",FALSE,FALSE,0,0,,,"GFRIEND_ButterflyEffect <U+56DE>_Song_of_the_Sirens GFRIEND <U+C5EC><U+C790><U+CE5C><U+AD6C>",,,,,,,,,,,,,"x1215915110079721472 x2258740268 x2258740268","galaxy_bud GFRDofficial GFRDofficial","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/onepiecerin_/status/1276890205694246913","<U+56DE> tiq°°°","<U+C5EC><U+C790><U+CE5C><U+AD6C> chopper","I'm always thinking about @GFRDofficial
<U+0001F425>#<U+C608><U+B9B0> | #<U+C5EC><U+C790><U+CE5C><U+AD6C>
FAN ACCOUNT","https://t.co/nPQYibmg1B",FALSE,753,1023,5,40119,81391,2019-09-29 02:55:28,FALSE,"https://t.co/nPQYibmg1B","https://www.youtube.com/user/gfrdofficial",,"https://pbs.twimg.com/profile_banners/1178141164165201920/1592551296",,"http://pbs.twimg.com/profile_images/1273869052927078401/_wnkRmYU_normal.jpg"
"x718137626","x1276890156163719169",2020-06-27 14:48:31,"atmosferdyan","@NBA_Indonesia Akhirnyaaa","Twitter for iPhone",10,"x1276842308101537792","x2743920710","NBA_Indonesia",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x2743920710","NBA_Indonesia","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/atmosferdyan/status/1276890156163719169","FERDRAGON","Dallas, TX","Feel the heat of the inferno",,FALSE,232,250,0,1208,222,2012-07-26 13:43:22,FALSE,,,,"https://pbs.twimg.com/profile_banners/718137626/1592467889","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1273335477538414592/vG0jyikU_normal.jpg"
"x1044991104519561216","x1276890146722344961",2020-06-27 14:48:29,"koodeogihoe","@_nnzfaa KANNNNN its not loval product tho, from indonesia. Looks good to me tbh and super cheap. Nak beli tapi hshsshhs simpan dlm cart je lah dulu","Twitter for Android",139,"x1276889951808835584","x526066012","_nnzfaa",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x526066012","_nnzfaa","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/koodeogihoe/status/1276890146722344961","look at you now look at ME","","im not friendly with strangers, sorry","https://t.co/uyBusjSBiw",FALSE,178,158,3,49613,35784,2018-09-26 16:44:29,FALSE,"https://t.co/uyBusjSBiw","https://curiouscat.me/koodeogihoe",,"https://pbs.twimg.com/profile_banners/1044991104519561216/1593173389",,"http://pbs.twimg.com/profile_images/1276500748562382848/_XjXs933_normal.jpg"
"x211436211","x1276890134374346752",2020-06-27 14:48:26,"majalahpoultry","“Momentum Kebangkitan Unggas Lokal” diselenggarakan oleh Indonesia Livestock Alliance (ILA) bekerja sama dengan Badan Pengembangan Peternakan Indonesia (BPPI), Gabungan Pembibitan Ayam Lokal Indonesia (Gapali) dan Majalah Poultry Indonesia

Selengkapnya : https://t.co/WEqcwHd8IE","Twitter Web App",279,,,,FALSE,FALSE,0,0,,,,,"poultryindonesia.com/pandemi-covid-…","https://t.co/WEqcwHd8IE","https://poultryindonesia.com/pandemi-covid-19-momentum-tepat-untuk-ayam-lokal-bangkit/",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/majalahpoultry/status/1276890134374346752","Poultry Indonesia","Jakarta - Indonesia","Majalah Ekonomi, Industri dan Teknik Perunggasan","http://t.co/wP03B2VSc0",FALSE,1386,31,3,574,0,2010-11-03 07:33:30,FALSE,"http://t.co/wP03B2VSc0","http://poultryindonesia.com",,"https://pbs.twimg.com/profile_banners/211436211/1585271522","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/882848460470276096/iWwjy2RC_normal.jpg"
"x966616586147659776","x1276890121363615745",2020-06-27 14:48:23,"lilwoomin","@woolinee @sejuncokr Celine nih kayanya rumah mu pindah pindah yaa, tau seluk beluk Indonesia bagian mana aja aowkwk","Twitter for Android",95,"x1276889978052595712","x1016715614","woolinee",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1016715614 x860767520571015168","woolinee sejuncokr","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lilwoomin/status/1276890121363615745","nab","<U+0001F499><U+0001F98A><U+0001F436><U+0001F996><U+0001F353><U+0001F431><U+0001F423><U+0001F43F><U+FE0F><U+0001F49B>","Harta, tahta, yunho, changmin, seungwoo, seungsik, chan, sejun, hanse, byungchan, subin<U+2764><U+FE0F><U+0001F49B><U+0001F499>",,FALSE,604,936,1,72643,7395,2018-02-22 10:12:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/966616586147659776/1582757611",,"http://pbs.twimg.com/profile_images/1276660807871246337/aiZpqJpS_normal.jpg"
"x117599190","x1276890096810078208",2020-06-27 14:48:17,"mtusuga","@languagefess bahasa jerman mungkin paling mudah dalam pelafalannya sih, karena emang sama dengan bahasa Indonesia","Twitter Web App",100,"x1276863116681207815","x1085053574810263553","languagefess",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1085053574810263553","languagefess","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mtusuga/status/1276890096810078208","Sun and Moon","Surakarta, Jawa Tengah","Who I am?",,FALSE,212,270,0,3183,1384,2010-02-26 01:26:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/117599190/1592967689","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1235439453868421121/qEVApDwn_normal.jpg"
"x1243609527032954882","x1276890077923164162",2020-06-27 14:48:12,"jark_doke","bekal untuk indonesia kerja https://t.co/VoZNypCMqO","Twitter for Android",27,,,,FALSE,FALSE,4,2,,,,,,,,"http://pbs.twimg.com/media/Ebhswh2U8AAjwW4.jpg","https://t.co/VoZNypCMqO","https://twitter.com/jark_doke/status/1276890077923164162/photo/1","photo","http://pbs.twimg.com/media/Ebhswh2U8AAjwW4.jpg","https://t.co/VoZNypCMqO","https://twitter.com/jark_doke/status/1276890077923164162/photo/1",,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jark_doke/status/1276890077923164162","Anon","England, United Kingdom","''jark_doke is a good yet fascinating account to follow.''",,FALSE,21577,354,23,10404,8166,2020-03-27 18:43:32,FALSE,,,,"https://pbs.twimg.com/profile_banners/1243609527032954882/1587763952",,"http://pbs.twimg.com/profile_images/1264871838850486275/hQR6L3ho_normal.jpg"
"x1125236059787251713","x1276890067383058438",2020-06-27 14:48:10,"disdikacehprov","Baru saja mengirim foto @ Banda Aceh, Indonesia https://t.co/RI1S5j01Jk","Instagram",71,,,,FALSE,FALSE,0,0,,,,,"instagram.com/p/CB8UPFEJkf1/…","https://t.co/RI1S5j01Jk","https://www.instagram.com/p/CB8UPFEJkf1/?igshid=115d4wj93eq0c",,,,,,,,,,,"in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/disdikacehprov/status/1276890067383058438","Dinas Pendidikan Aceh","Kota Banda Aceh","","https://t.co/0guNxGq1Ri",FALSE,277,137,0,690,9,2019-05-06 03:09:17,FALSE,"https://t.co/0guNxGq1Ri","http://disdik.acehprov.go.id",,"https://pbs.twimg.com/profile_banners/1125236059787251713/1557113219",,"http://pbs.twimg.com/profile_images/1125575716626583552/Krt_X8ZE_normal.jpg"
"x1202883096627924993","x1276890064010637313",2020-06-27 14:48:09,"odolpep","@langitRTV Plus Ultra kan Indonesia","Twitter for Android",24,"x1276744315398574080","x85737051","langitRTV",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x85737051","langitRTV","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/odolpep/status/1276890064010637313","Rynzn_","","",,FALSE,21,183,0,617,618,2019-12-06 09:31:13,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1268139607754829826/29GqduUI_normal.jpg"
"x799080441479196672","x1276890058864263168",2020-06-27 14:48:08,"AdiWijayaAlmair","@soria_lam @kompasiana Kalau otak anda jalan dan cinta Indonesia kalau enggak yang pantas saja komentar anda seperti itu gak kaget kok...hahahah..mental babu gak mau keluar dari zona nyaman hahahaha","Twitter for Android",175,"x1276764543637544960","x2887234681","soria_lam",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x2887234681 x23786106","soria_lam kompasiana","in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AdiWijayaAlmair/status/1276890058864263168","Jejak_Langkah","Pakualaman, Indonesia","Terlahir di kota gudeg",,FALSE,53,359,0,4319,1094,2016-11-17 02:43:18,FALSE,,,,"https://pbs.twimg.com/profile_banners/799080441479196672/1479351433",,"http://pbs.twimg.com/profile_images/1062923127389208576/pxL3A2-7_normal.jpg"
